profile_id,ss_id,log_time,act_target_dtl,album_id
471,20220331131042,20220331131138,MKID017,6035
471,20220404181482,20220404181457,MKID017,6035
551,20220422190054,20220422190193,MKID017,782
572,20220306172399,20220306172797,MKID017,2867
572,20220306172399,20220306172797,MKID017,2867
572,20220307121416,20220307123127,MKID017,2474
572,20220307121416,20220307123246,MKID017,2474
572,20220307121416,20220307123733,MKID017,2474
572,20220307121416,20220307124629,MKID017,2474
572,20220307121416,20220307124801,MKID017,2474
572,20220307121416,20220307124934,MKID017,2474
572,20220307185118,20220307185911,MKID017,2474
572,20220307185118,20220307185952,MKID017,2474
572,20220308133449,20220308165251,MKID017,6562
572,20220309181292,20220309184261,MKID017,2867
572,20220309181292,20220309184261,MKID017,2867
572,20220310111815,20220310133208,MKID017,2474
572,20220310111815,20220310134238,MKID017,2291
572,20220310111815,20220310134403,MKID017,2455
572,20220310171458,20220310173440,MKID017,2474
572,20220310171458,20220310173453,MKID017,2474
572,20220310171458,20220310173504,MKID017,2474
572,20220310171458,20220310174135,MKID017,2291
572,20220312075220,20220312075434,MKID017,2867
572,20220312080859,20220312082597,MKID017,2867
572,20220312080859,20220312082597,MKID017,2867
572,20220312082626,20220312082703,MKID017,2291
572,20220312082626,20220312082734,MKID017,2474
572,20220313091444,20220313092751,MKID017,2474
572,20220315191632,20220315191701,MKID017,360
572,20220315191632,20220315191717,MKID017,2648
572,20220319164840,20220319172113,MKID017,348
572,20220319164840,20220319172132,MKID017,4056
572,20220319164840,20220319172205,MKID017,348
572,20220319164840,20220319180008,MKID017,4056
572,20220319164840,20220319180359,MKID017,348
572,20220319164840,20220319180453,MKID017,4056
572,20220319164840,20220319180854,MKID017,348
572,20220321083330,20220321085914,MKID017,348
572,20220321083330,20220321091943,MKID017,2474
572,20220327150199,20220327150362,MKID017,6585
572,20220401210714,20220401211440,MKID017,2361
572,20220401210714,20220401213210,MKID017,2467
574,20220308211018,20220308211201,MKID017,313
579,20220320210518,20220320210556,MKID017,6682
579,20220320210518,20220320215437,MKID017,183
581,20220418170307,20220418171723,MKID017,2023
581,20220418170307,20220418172616,MKID017,1887
581,20220418193506,20220418193675,MKID017,473
581,20220418193506,20220418194647,MKID017,4563
581,20220419164024,20220419164346,MKID017,383
581,20220419164024,20220419165702,MKID017,2023
581,20220420203517,20220420203618,MKID017,383
590,20220410155101,20220410162306,MKID017,441
613,20220316165249,20220316165329,MKID017,6935
654,20220416184214,20220416184308,MKID017,380
654,20220416184214,20220416184757,MKID017,380
654,20220417131837,20220417132033,MKID017,2939
654,20220417131837,20220417132103,MKID017,3020
654,20220417131837,20220417132143,MKID017,380
654,20220417131837,20220417132417,MKID017,380
891,20220310141959,20220310142035,MKID017,347
891,20220311185517,20220311185532,MKID017,347
891,20220312132534,20220312132620,MKID017,347
891,20220319073235,20220319073304,MKID017,347
891,20220322014312,20220322015923,MKID017,347
891,20220325154054,20220325154227,MKID017,2322
891,20220325154054,20220325155209,MKID017,380
891,20220325154054,20220325155650,MKID017,352
891,20220328142128,20220328142350,MKID017,347
891,20220328142128,20220328143713,MKID017,2191
891,20220328142128,20220328145008,MKID017,4055
891,20220328142128,20220328173942,MKID017,2585
891,20220328142128,20220328174544,MKID017,5302
891,20220328142128,20220328175316,MKID017,315
891,20220328142128,20220328180100,MKID017,2104
891,20220328142128,20220328183136,MKID017,2472
891,20220328142128,20220328183918,MKID017,424
891,20220328142128,20220328184500,MKID017,2322
891,20220328142128,20220328185350,MKID017,352
891,20220328142128,20220328192525,MKID017,473
891,20220328212728,20220328212755,MKID017,347
891,20220414160457,20220414160526,MKID017,347
891,20220414160457,20220414161520,MKID017,4056
891,20220414160457,20220414161534,MKID017,340
891,20220414160457,20220414162423,MKID017,348
935,20220309220540,20220309222950,MKID017,8031
935,20220309220540,20220309223059,MKID017,3765
935,20220309220540,20220309223311,MKID017,8032
935,20220309220540,20220309223406,MKID017,8033
935,20220309220540,20220309223812,MKID017,8034
935,20220309220540,20220309225010,MKID017,1329
935,20220309225026,20220309230129,MKID017,7078
935,20220309225026,20220309230234,MKID017,473
935,20220309225026,20220309230428,MKID017,2473
935,20220309225026,20220309230638,MKID017,8035
935,20220413215420,20220413221744,MKID017,3788
935,20220413215420,20220413222353,MKID017,2530
977,20220413202869,20220413202827,MKID017,473
1012,20220331225138,20220331225327,MKID017,2484
1012,20220331225138,20220331225807,MKID017,1203
1012,20220331225138,20220331230052,MKID017,1203
1012,20220331225138,20220331230213,MKID017,1203
1012,20220331225138,20220331230321,MKID017,1203
1012,20220331225138,20220331230423,MKID017,1203
1012,20220331225138,20220331230457,MKID017,1203
1012,20220331225138,20220331230509,MKID017,1203
1012,20220331225138,20220331230643,MKID017,1203
1027,20220324162024,20220324162130,MKID017,6545
1087,20220322190353,20220322191123,MKID017,8819
1087,20220322190353,20220322193238,MKID017,801
1087,20220322190353,20220322194547,MKID017,801
1087,20220322190353,20220322194717,MKID017,1841
1116,20220409105540,20220409105717,MKID017,4816
1116,20220409105540,20220409105905,MKID017,2964
1116,20220413155855,20220413155933,MKID017,347
1148,20220301085233,20220301095658,MKID017,340
1148,20220301085233,20220301100740,MKID017,347
1148,20220314173437,20220314173602,MKID017,2480
1148,20220315071314,20220315071510,MKID017,2356
1148,20220418082804,20220418190918,MKID017,4055
1148,20220418082804,20220418190940,MKID017,1812
1148,20220418082804,20220418195444,MKID017,347
1148,20220418082804,20220418200044,MKID017,1812
1148,20220420201921,20220420201942,MKID017,2023
1178,20220301105843,20220301105917,MKID017,8843
1178,20220330125941,20220330142148,MKID017,8195
1178,20220330155022,20220330183340,MKID017,1884
1178,20220330155022,20220330184037,MKID017,801
1178,20220330155022,20220330185033,MKID017,1882
1178,20220422191158,20220422192143,MKID017,347
1233,20220316205632,20220323221741,MKID017,2468
1236,20220409190070,20220410141366,MKID017,4323
1236,20220424115467,20220424115508,MKID017,4323
1236,20220424115467,20220424115754,MKID017,4323
1245,20220301203956,20220301205014,MKID017,4010
1245,20220302211121,20220302212030,MKID017,4010
1245,20220302211121,20220302212509,MKID017,9465
1245,20220303211356,20220303211419,MKID017,347
1245,20220312224319,20220312225155,MKID017,472
1245,20220314210102,20220314210603,MKID017,472
1245,20220314210102,20220314212605,MKID017,2214
1245,20220314213344,20220314213355,MKID017,347
1245,20220317214336,20220317214351,MKID017,545
1245,20220326083156,20220326085810,MKID017,9465
1245,20220326083156,20220326085945,MKID017,4238
1245,20220405212439,20220405214739,MKID017,2191
1245,20220410221230,20220410221248,MKID017,472
1245,20220412205144,20220412210115,MKID017,472
1245,20220412205144,20220412211446,MKID017,2473
1245,20220412205144,20220412213106,MKID017,537
1245,20220414205326,20220414205418,MKID017,383
1245,20220418211424,20220418213454,MKID017,383
1245,20220418211424,20220418214836,MKID017,347
1245,20220419214318,20220419214338,MKID017,1880
1245,20220419214318,20220419215011,MKID017,472
1245,20220420212638,20220420212648,MKID017,472
1245,20220420212638,20220420214051,MKID017,1880
1245,20220421203942,20220421204050,MKID017,55
1245,20220421203942,20220421205458,MKID017,1880
1313,20220301134338,20220301134724,MKID017,9542
1313,20220303134207,20220303141415,MKID017,9545
1313,20220303134207,20220303142002,MKID017,9546
1313,20220307132423,20220307133025,MKID017,9548
1313,20220314142104,20220314142135,MKID017,9542
1313,20220315131759,20220315131812,MKID017,9556
1313,20220316130130,20220316130156,MKID017,9572
1313,20220318153335,20220318153347,MKID017,9573
1313,20220327141405,20220327141448,MKID017,9576
1313,20220407084244,20220407084322,MKID017,9579
1313,20220408154111,20220408154151,MKID017,9574
1313,20220416141614,20220416141757,MKID017,8051
1347,20220302092827,20220302094015,MKID017,4917
1347,20220303184315,20220303184744,MKID017,4917
1347,20220303184315,20220303185626,MKID017,1880
1347,20220304070153,20220304071145,MKID017,124
1347,20220304070153,20220304071857,MKID017,4917
1347,20220305063344,20220305063427,MKID017,124
1347,20220305184252,20220305184309,MKID017,124
1347,20220307182302,20220307190359,MKID017,241
1347,20220311181508,20220311181555,MKID017,2469
1347,20220318055346,20220318055429,MKID017,340
1347,20220321071500,20220321072411,MKID017,340
1347,20220323075048,20220323075117,MKID017,2191
1347,20220413105837,20220413111605,MKID017,2335
1347,20220413105837,20220413111655,MKID017,542
1347,20220414174629,20220414174648,MKID017,1880
1347,20220414174629,20220414175242,MKID017,4917
1347,20220416183622,20220416183638,MKID017,4917
1347,20220416183622,20220416184429,MKID017,2469
1347,20220419081257,20220419081526,MKID017,5545
1454,20220306195500,20220306201004,MKID017,4243
1454,20220306195500,20220306201805,MKID017,2181
1454,20220306195500,20220306202329,MKID017,3784
1493,20220419085317,20220419085405,MKID017,424
1495,20220306174743,20220306192660,MKID017,2470
1495,20220306174743,20220306192660,MKID017,2470
1495,20220314201804,20220314203542,MKID017,2269
1495,20220321213590,20220323201803,MKID017,437
1495,20220324151796,20220324151766,MKID017,437
1495,20220324151796,20220324172299,MKID017,486
1495,20220324151796,20220324172941,MKID017,3273
1495,20220401192045,20220401200502,MKID017,3403
1495,20220401192045,20220401210545,MKID017,2054
1495,20220403081051,20220403164327,MKID017,484
1495,20220403081051,20220403214770,MKID017,2054
1495,20220405082059,20220405205818,MKID017,2136
1495,20220405082059,20220408194096,MKID017,2136
1495,20220405082059,20220408194096,MKID017,2136
1495,20220405082059,20220408195371,MKID017,460
1495,20220405082059,20220408195371,MKID017,460
1495,20220405082059,20220409164912,MKID017,2054
1495,20220405082059,20220410104443,MKID017,3305
1495,20220410104435,20220410104558,MKID017,3305
1495,20220414164509,20220416082923,MKID017,3303
1495,20220414164509,20220416190229,MKID017,3383
1495,20220414164509,20220416190229,MKID017,3383
1495,20220414164509,20220416190229,MKID017,3383
1495,20220414164509,20220416200073,MKID017,3397
1495,20220414164509,20220416200073,MKID017,3397
1495,20220414164509,20220416200073,MKID017,3397
1495,20220417083223,20220417101091,MKID017,3397
1552,20220303155449,20220303161004,MKID017,2470
1552,20220303155449,20220303161055,MKID017,4325
1552,20220303213813,20220303214515,MKID017,8048
1552,20220307193520,20220307193936,MKID017,4325
1552,20220307193520,20220307213247,MKID017,902
1552,20220310145948,20220310180602,MKID017,10184
1552,20220326203742,20220326205400,MKID017,2901
1552,20220327001829,20220327001923,MKID017,2906
1552,20220327124004,20220327124051,MKID017,2901
1552,20220327124004,20220327125208,MKID017,2909
1552,20220327124004,20220327130920,MKID017,8347
1552,20220327124004,20220327130956,MKID017,1880
1552,20220329220410,20220329225513,MKID017,1880
1552,20220329220410,20220329230136,MKID017,8347
1552,20220331205333,20220331220205,MKID017,537
1552,20220331205333,20220331221045,MKID017,383
1552,20220331205333,20220331222338,MKID017,2473
1552,20220401150615,20220401154748,MKID017,1880
1552,20220401150615,20220401155307,MKID017,347
1552,20220405174717,20220405185455,MKID017,4325
1552,20220405174717,20220405220743,MKID017,347
1552,20220405174717,20220405221651,MKID017,1880
1552,20220410124111,20220410124152,MKID017,8051
1552,20220410124111,20220410124454,MKID017,8049
1552,20220417222112,20220417223312,MKID017,10190
1552,20220418211801,20220418223055,MKID017,8049
1552,20220418211801,20220418223557,MKID017,4325
1552,20220419174302,20220419174453,MKID017,495
1552,20220419222136,20220419224446,MKID017,1726
1552,20220423233847,20220423233957,MKID017,10192
1552,20220425225617,20220425231247,MKID017,5502
1552,20220426224642,20220426225143,MKID017,5502
1552,20220426224642,20220426225307,MKID017,10192
1603,20220327124149,20220327124217,MKID017,2095
1603,20220327124149,20220327125500,MKID017,2599
1603,20220327124149,20220327130332,MKID017,2999
1603,20220327161746,20220327162001,MKID017,2450
1603,20220327161746,20220327163117,MKID017,2449
1603,20220327161746,20220327164009,MKID017,4597
1603,20220327161746,20220327165122,MKID017,3016
1603,20220327161746,20220327170151,MKID017,2021
1603,20220327161746,20220327171508,MKID017,7659
1603,20220327161746,20220327172709,MKID017,2998
1603,20220327161746,20220327173825,MKID017,2885
1603,20220327161746,20220327174326,MKID017,4243
1603,20220327161746,20220327175354,MKID017,7888
1603,20220327161746,20220327180329,MKID017,2104
1603,20220327181523,20220327181626,MKID017,1891
1605,20220422180120,20220422180229,MKID017,9752
1605,20220423215945,20220423220037,MKID017,4766
1605,20220426095233,20220426095432,MKID017,9752
1609,20220403141226,20220403141296,MKID017,2429
1609,20220403141226,20220403142928,MKID017,2429
1639,20220320161235,20220320163506,MKID017,364
1639,20220320161235,20220320165052,MKID017,2885
1639,20220320161235,20220320171704,MKID017,4243
1639,20220320161235,20220320173017,MKID017,2181
1639,20220320161235,20220320173614,MKID017,2100
1639,20220320161235,20220320174322,MKID017,2480
1639,20220320161235,20220320175936,MKID017,2096
1639,20220417120245,20220417120340,MKID017,5855
1639,20220417120245,20220417121955,MKID017,10803
1639,20220417120245,20220417152422,MKID017,10804
1639,20220417185127,20220417185148,MKID017,10805
1639,20220420194253,20220420194338,MKID017,10807
1639,20220420194253,20220420201535,MKID017,10810
1753,20220301150134,20220301150210,MKID017,5673
1753,20220301150134,20220301151053,MKID017,7832
1786,20220326214507,20220326215045,MKID017,2095
1786,20220402120642,20220402120706,MKID017,2095
1786,20220418211302,20220418211844,MKID017,2095
1786,20220419205852,20220419210121,MKID017,11030
1786,20220426204103,20220426204144,MKID017,498
1796,20220315155446,20220315155544,MKID017,10106
1796,20220315155446,20220315155932,MKID017,10106
1796,20220315155446,20220315160048,MKID017,11100
1796,20220315155446,20220315160143,MKID017,8415
1801,20220425211814,20220425212024,MKID017,4148
1801,20220425211814,20220425212420,MKID017,7225
1801,20220425211814,20220425212535,MKID017,7233
1801,20220425211814,20220425212711,MKID017,5818
1801,20220425211814,20220425212919,MKID017,11115
1801,20220425211814,20220425213053,MKID017,11116
1801,20220425211814,20220425213144,MKID017,5821
1801,20220425211814,20220425213352,MKID017,4070
1801,20220425211814,20220425213851,MKID017,7617
1822,20220301180313,20220301180507,MKID017,364
1835,20220311101424,20220311102133,MKID017,5823
1835,20220311101424,20220311111248,MKID017,1303
1835,20220311101424,20220311120929,MKID017,5950
1835,20220311101424,20220311130615,MKID017,1608
1835,20220311131055,20220311131149,MKID017,11180
1835,20220409151707,20220409153248,MKID017,11183
1835,20220414181454,20220414181905,MKID017,11189
1835,20220414181454,20220414183412,MKID017,9664
1835,20220418083153,20220418083232,MKID017,3838
1835,20220420190709,20220421082130,MKID017,10468
1835,20220423194711,20220423194736,MKID017,3819
1835,20220423194711,20220423200618,MKID017,5350
1835,20220424200556,20220424204308,MKID017,10468
1847,20220320135620,20220320140407,MKID017,2524
1847,20220322215701,20220322220851,MKID017,473
1847,20220324221040,20220324221122,MKID017,2056
1847,20220327225423,20220327225456,MKID017,2524
1847,20220404223927,20220404225002,MKID017,4243
1847,20220404223927,20220404225759,MKID017,2524
1847,20220419214829,20220419220034,MKID017,4243
1847,20220419214829,20220420084504,MKID017,2159
1847,20220419214829,20220420090332,MKID017,174
1847,20220420175305,20220420180136,MKID017,2056
1847,20220420175305,20220420180150,MKID017,2159
1847,20220420175305,20220420180820,MKID017,2056
1847,20220420175305,20220420181317,MKID017,2056
1847,20220420175305,20220420204637,MKID017,2159
1847,20220421065645,20220421065702,MKID017,2159
1847,20220421210251,20220421210352,MKID017,2159
1847,20220421213957,20220421214616,MKID017,2056
1847,20220422153304,20220422153351,MKID017,2159
1847,20220424190106,20220424191425,MKID017,2159
1924,20220321082013,20220321082038,MKID017,2497
2033,20220303135711,20220303135744,MKID017,4010
2033,20220303135711,20220303135921,MKID017,8238
2033,20220408082555,20220408082645,MKID017,2790
2033,20220408082555,20220408082938,MKID017,2786
2033,20220408082555,20220408083122,MKID017,2776
2033,20220410090603,20220410091005,MKID017,2790
2033,20220410090603,20220410091517,MKID017,2786
2033,20220410090603,20220410092002,MKID017,2776
2033,20220410090603,20220410092436,MKID017,4485
2033,20220410090603,20220410094038,MKID017,3563
2033,20220410090603,20220410094346,MKID017,2779
2033,20220410090603,20220410094630,MKID017,4496
2033,20220410090603,20220410094832,MKID017,2779
2033,20220410090603,20220411082404,MKID017,3563
2033,20220410090603,20220411082656,MKID017,2779
2033,20220410090603,20220411083354,MKID017,4496
2033,20220410090603,20220411084020,MKID017,2790
2033,20220410090603,20220411084500,MKID017,2786
2033,20220410090603,20220411085200,MKID017,2779
2033,20220411175229,20220411175527,MKID017,2785
2033,20220411180240,20220411180748,MKID017,2785
2033,20220411180240,20220411181121,MKID017,2787
2033,20220411180240,20220411182711,MKID017,2784
2033,20220411180240,20220411182845,MKID017,2785
2033,20220411185252,20220412083406,MKID017,2785
2033,20220411185252,20220412083614,MKID017,2789
2033,20220411185252,20220412083948,MKID017,2785
2033,20220411185252,20220412084556,MKID017,4484
2033,20220411185252,20220412084732,MKID017,4485
2033,20220411185252,20220412084922,MKID017,4486
2033,20220411185252,20220412085152,MKID017,4484
2033,20220411185252,20220412085305,MKID017,2787
2033,20220411185252,20220412085456,MKID017,4484
2033,20220412085526,20220412085601,MKID017,2780
2033,20220412192304,20220412192325,MKID017,2784
2033,20220412192304,20220412192514,MKID017,4501
2033,20220412192304,20220412192804,MKID017,2785
2033,20220412193153,20220412193220,MKID017,2787
2033,20220412193153,20220412193421,MKID017,2789
2033,20220412193153,20220412193734,MKID017,2672
2033,20220412193153,20220412194312,MKID017,2780
2033,20220412193153,20220412195023,MKID017,4484
2033,20220412193153,20220412195455,MKID017,4488
2033,20220412193153,20220412201547,MKID017,2785
2033,20220412193153,20220412201932,MKID017,2789
2033,20220412202218,20220412202636,MKID017,11789
2033,20220412202218,20220412202706,MKID017,11789
2033,20220412202218,20220413180537,MKID017,2785
2033,20220412202218,20220413181436,MKID017,4484
2033,20220412202218,20220413182452,MKID017,2779
2033,20220412202218,20220413182828,MKID017,2784
2033,20220412202218,20220413183641,MKID017,4484
2033,20220413184713,20220413185041,MKID017,2784
2033,20220413185336,20220413185357,MKID017,2786
2033,20220414180723,20220414180828,MKID017,4484
2033,20220414180723,20220414180946,MKID017,2785
2033,20220414180723,20220414182553,MKID017,2780
2033,20220414180723,20220414183623,MKID017,4486
2033,20220414180723,20220414184838,MKID017,11790
2033,20220414180723,20220414185050,MKID017,5823
2033,20220414180723,20220414185728,MKID017,11791
2033,20220414180723,20220414190253,MKID017,6736
2033,20220421082717,20220421082750,MKID017,2780
2033,20220421082717,20220421083105,MKID017,2785
2033,20220421082717,20220421090539,MKID017,4484
2033,20220421082717,20220421091302,MKID017,4501
2033,20220430112334,20220430112407,MKID017,2785
2033,20220430112334,20220430114823,MKID017,4484
2033,20220430112334,20220430115335,MKID017,4496
2033,20220430112334,20220430115921,MKID017,4493
2075,20220313095408,20220313100371,MKID017,347
2119,20220302131206,20220302131650,MKID017,2000
2119,20220312134823,20220312134923,MKID017,788
2119,20220317175846,20220317175909,MKID017,549
2119,20220403090430,20220403090609,MKID017,10346
2119,20220403090430,20220403090609,MKID017,10346
2119,20220403195051,20220403195116,MKID017,5743
2119,20220411082527,20220411082544,MKID017,8341
2119,20220411082527,20220411083534,MKID017,5558
2211,20220325125527,20220325130617,MKID017,9171
2211,20220327171259,20220327171345,MKID017,12000
2211,20220328190644,20220328192416,MKID017,3004
2211,20220329200024,20220329200325,MKID017,9171
2211,20220329200024,20220329201512,MKID017,7524
2211,20220329200024,20220329202329,MKID017,7524
2211,20220401172147,20220401172216,MKID017,9172
2224,20220301212805,20220301212846,MKID017,352
2224,20220302204847,20220302204947,MKID017,2102
2224,20220303142916,20220303143326,MKID017,1893
2224,20220305203844,20220305203907,MKID017,1895
2224,20220305203844,20220306133111,MKID017,2105
2224,20220307150924,20220307151235,MKID017,2103
2224,20220308094736,20220308094815,MKID017,1896
2224,20220308094736,20220308095847,MKID017,2103
2224,20220309103048,20220309103151,MKID017,541
2224,20220310190506,20220310190541,MKID017,1894
2224,20220310190506,20220310191504,MKID017,1894
2254,20220307214909,20220307214935,MKID017,2432
2254,20220308213506,20220308213640,MKID017,2432
2254,20220420201400,20220420203227,MKID017,2586
2254,20220421203636,20220421203826,MKID017,537
2254,20220421203636,20220421204622,MKID017,383
2318,20220303213631,20220303234205,MKID017,56
2318,20220317122254,20220317122328,MKID017,7633
2318,20220317122254,20220317123432,MKID017,3365
2318,20220317222219,20220317222301,MKID017,3365
2318,20220322175246,20220322175313,MKID017,185
2318,20220322181232,20220322181307,MKID017,185
2326,20220430211038,20220430211148,MKID017,340
2326,20220430211038,20220430211904,MKID017,348
2326,20220430211038,20220430212630,MKID017,1880
2399,20220425134694,20220425135866,MKID017,2470
2399,20220425134694,20220425135866,MKID017,2470
2423,20220401185424,20220401185792,MKID017,12859
2423,20220401185424,20220401190258,MKID017,2449
2423,20220401191184,20220401191143,MKID017,4597
2423,20220408185996,20220408190122,MKID017,513
2423,20220408185996,20220408190122,MKID017,513
2423,20220408191084,20220408191224,MKID017,4596
2423,20220408191084,20220408191224,MKID017,4596
2423,20220408192055,20220408192448,MKID017,2525
2423,20220408192055,20220408192448,MKID017,2525
2485,20220304143587,20220307114290,MKID017,12952
2485,20220304143587,20220307114412,MKID017,12953
2485,20220304143587,20220307115740,MKID017,9665
2485,20220304143587,20220307120820,MKID017,5405
2485,20220304143587,20220308120075,MKID017,12955
2485,20220304143587,20220308120155,MKID017,5405
2485,20220304143587,20220308120228,MKID017,12955
2485,20220304143587,20220308120417,MKID017,12953
2485,20220304143587,20220308121601,MKID017,12956
2485,20220308121645,20220308121697,MKID017,12956
2485,20220308121645,20220308122837,MKID017,12957
2485,20220308121645,20220308135272,MKID017,12954
2485,20220308121645,20220308141888,MKID017,5405
2485,20220308121645,20220308141948,MKID017,12960
2485,20220308121645,20220308144595,MKID017,3819
2507,20220321115227,20220321120239,MKID017,349
2507,20220322200626,20220322200700,MKID017,349
2536,20220418205642,20220418205715,MKID017,428
2612,20220321210379,20220323172415,MKID017,13224
2612,20220323201034,20220323201362,MKID017,7919
2612,20220323201034,20220323201797,MKID017,13225
2612,20220323201034,20220323202053,MKID017,4800
2612,20220323201034,20220323202124,MKID017,7921
2612,20220323201034,20220323202376,MKID017,13226
2612,20220323201034,20220323202695,MKID017,13227
2612,20220323201034,20220323203101,MKID017,13228
2612,20220414204894,20220414210079,MKID017,13247
2612,20220414204894,20220414210496,MKID017,7999
2612,20220414204894,20220414210610,MKID017,8000
2612,20220414204894,20220414210779,MKID017,8001
2612,20220414204894,20220414210971,MKID017,8002
2612,20220414204894,20220414211128,MKID017,8003
2612,20220414204894,20220414211548,MKID017,8005
2612,20220414204894,20220414211684,MKID017,13249
2612,20220414204894,20220414211833,MKID017,8006
2612,20220414204894,20220414212084,MKID017,8007
2628,20220306131219,20220306131309,MKID017,473
2629,20220325112245,20220325112417,MKID017,7940
2629,20220328145331,20220328145427,MKID017,7940
2629,20220406214919,20220406215655,MKID017,13350
2629,20220406214919,20220406215933,MKID017,12130
2629,20220414203950,20220414211002,MKID017,13406
2629,20220414203950,20220414211043,MKID017,13407
2629,20220415082718,20220415102848,MKID017,13409
2629,20220416182329,20220416184114,MKID017,9306
2629,20220416182329,20220416184134,MKID017,9306
2629,20220416182329,20220416184201,MKID017,13411
2629,20220416204728,20220416220630,MKID017,13411
2629,20220418094352,20220418102201,MKID017,7924
2629,20220419201828,20220419203250,MKID017,7989
2629,20220419201828,20220419203332,MKID017,7924
2629,20220421191903,20220421205254,MKID017,7924
2629,20220422194600,20220422202308,MKID017,7924
2629,20220424130453,20220424130501,MKID017,7924
2629,20220426202336,20220426204056,MKID017,7924
2649,20220408161739,20220408161756,MKID017,486
2703,20220312100149,20220313171602,MKID017,10034
2703,20220317130407,20220317130643,MKID017,10640
2703,20220317181816,20220317182205,MKID017,1153
2703,20220317181816,20220317182617,MKID017,1365
2703,20220318090024,20220318110119,MKID017,3655
2703,20220318111650,20220318114417,MKID017,6271
2703,20220318111650,20220318115147,MKID017,13785
2703,20220318111650,20220318130552,MKID017,13787
2703,20220319111807,20220319115044,MKID017,10624
2703,20220319111807,20220319132119,MKID017,8658
2703,20220319132131,20220319132148,MKID017,8658
2703,20220319132131,20220319133205,MKID017,3654
2703,20220319132131,20220319134754,MKID017,3800
2703,20220321090559,20220321092221,MKID017,3801
2703,20220321090559,20220321093255,MKID017,13314
2703,20220321090559,20220321094004,MKID017,1153
2703,20220321160519,20220321160607,MKID017,2056
2703,20220321160519,20220321161225,MKID017,2159
2703,20220321160519,20220321161617,MKID017,2407
2703,20220323084929,20220323103901,MKID017,2159
2703,20220323084929,20220323104442,MKID017,2056
2703,20220323084929,20220323104640,MKID017,13525
2703,20220323173512,20220323200148,MKID017,2159
2703,20220323173512,20220323200851,MKID017,2056
2703,20220324101714,20220324101750,MKID017,2056
2703,20220324130624,20220324132532,MKID017,10624
2703,20220329103116,20220330182018,MKID017,2056
2703,20220329103116,20220330184049,MKID017,2159
2703,20220329103116,20220330185453,MKID017,13789
2703,20220329103116,20220330185906,MKID017,4075
2703,20220329103116,20220330191000,MKID017,2056
2703,20220330191012,20220330191042,MKID017,2056
2703,20220330191012,20220330191410,MKID017,7762
2703,20220330191012,20220330192302,MKID017,391
2703,20220331151826,20220331151912,MKID017,5614
