,profile_id,predicted_list
53,179,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
54,181,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
55,182,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
56,187,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
57,192,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
58,193,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
59,195,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
60,198,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
61,201,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
62,207,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
63,209,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
64,211,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
65,214,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
66,220,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
67,228,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
68,229,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
69,230,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
70,233,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
71,240,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
72,248,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
73,251,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
74,255,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
75,258,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
76,260,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
77,261,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
78,264,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
79,279,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
80,290,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
81,292,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
82,293,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
83,300,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
84,302,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
85,303,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
86,304,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
87,307,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
88,309,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
89,316,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
90,317,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
91,321,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
92,326,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
93,327,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
94,335,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
95,338,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
96,345,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
97,346,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
98,349,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
99,350,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
100,358,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
101,361,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
102,363,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
103,364,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
104,369,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
105,370,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
106,372,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
107,373,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
108,384,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
109,390,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
110,395,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
111,397,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
112,399,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
113,402,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
114,407,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
115,408,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
116,411,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
117,414,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
118,415,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
119,417,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
120,420,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
121,423,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
122,436,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
123,444,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
124,447,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
125,448,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
126,450,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
127,452,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
128,457,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
129,459,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
130,462,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
131,463,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
132,464,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
133,465,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
134,471,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
135,472,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
136,478,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
137,479,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
138,486,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
139,489,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
140,491,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
141,493,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
142,495,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
143,503,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
144,514,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
145,518,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
146,525,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
147,527,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
148,530,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
149,533,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
150,534,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
151,537,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
152,539,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
153,541,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
154,546,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
155,551,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
156,561,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
157,567,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
158,570,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
159,572,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
160,574,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
161,579,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
162,580,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
163,581,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
164,582,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
165,587,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
166,590,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
167,594,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
168,595,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
169,603,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
170,604,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
171,607,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
172,610,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
173,613,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
174,616,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
175,621,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
176,622,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
177,626,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
178,629,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
179,637,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
180,645,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
181,647,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
182,648,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
183,649,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
184,653,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
185,654,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
186,664,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
187,670,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
188,671,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
189,673,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
190,695,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
191,700,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
192,702,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
193,704,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
194,705,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
195,712,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
196,717,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
197,721,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
198,725,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
199,726,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
200,727,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
201,729,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
202,734,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
203,735,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
204,736,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
205,738,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
206,740,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
207,743,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
208,748,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
209,749,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
210,753,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
211,754,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
212,758,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
213,759,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
214,762,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
215,764,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
216,769,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
217,770,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
218,777,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
219,779,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
220,782,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
221,788,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
222,793,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
223,798,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
224,804,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
225,805,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
226,808,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
227,810,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
228,814,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
229,815,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
230,816,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
231,824,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
232,826,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
233,832,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
234,848,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
235,854,"[124, 16, 125, 241, 65, 15, 339, 38, 190, 347, 1880, 329, 19, 127, 18, 17, 0]"
